seed,N,conditionIndex,positionError,velocityError,BASE_REALIZATION_HASH,STATE_HASH_EXACT,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,selectedHorizonSec,selectedIndex,selectedEdgeCount,selectedColorCount,selectedWitnessCovered,selectedPayloadFits,targetHorizonSelected,noLeaseIssued,infeasibleHorizonCount,actualSubsetViolations,sameColorConflictViolations,horizonMonotonicViolations,normalSelfRevocations,injectedViolationMisses,futureRandomReads,receiverTruthDecisionReads,condition,speedScale,accelerationScale,managementRadius,DATA_NEIGHBOR_GRAPH_HASH,dataNeighborEdges,selectedPhysicalEdges,hiddenSenderConflictEdges
16076025,10,3,0.3,0.1,69190365,28020336,36473,6240915,0.5,2,6,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36473,4,4,83
16076026,5,1,0.02,0.02,30248695,4788986,2730,5936584,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076026,5,2,0.02,0.02,30248695,13075944,2450,7142354,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076026,5,3,0.3,0.1,30248695,14789629,2450,5757894,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076026,10,1,0.02,0.02,75089202,11568353,40685,5856251,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36668,6,6,0
16076026,10,2,0.02,0.02,75089202,26888014,36668,4862817,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36668,6,6,64
16076026,10,3,0.3,0.1,75089202,26304802,36668,6505367,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36668,6,0,83
16076027,5,1,0.02,0.02,32725728,4500187,2730,5875059,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076027,5,2,0.02,0.02,32725728,10921172,2450,6587567,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076027,5,3,0.3,0.1,32725728,12634857,2450,5244395,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076027,10,1,0.02,0.02,67628404,12375352,40685,5618006,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36635,6,6,0
16076027,10,2,0.02,0.02,67628404,27752664,36635,6846440,0.5,2,6,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36635,6,5,93
16076027,10,3,0.3,0.1,67628404,27169452,36635,5719316,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36635,6,0,116
16076028,5,1,0.02,0.02,33261835,4523828,2730,5550904,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2490,1,1,0
16076028,5,2,0.02,0.02,33261835,10594024,2490,4741326,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2490,1,1,9
16076028,5,3,0.3,0.1,33261835,12307709,2490,4410351,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2490,1,1,11
16076028,10,1,0.02,0.02,67536777,12192098,40685,4439164,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36326,3,3,6
16076028,10,2,0.02,0.02,67536777,27758010,36326,4392666,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36326,3,3,57
16076028,10,3,0.3,0.1,67536777,27174798,36326,4349728,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36326,3,0,77
16076029,5,1,0.02,0.02,34660790,4176019,2730,5790904,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2488,2,0,0
16076029,5,2,0.02,0.02,34660790,12666266,2488,6328261,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2488,2,0,15
16076029,5,3,0.3,0.1,34660790,14379951,2488,5134853,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2488,2,0,22
16076029,10,1,0.02,0.02,69493419,11911090,40685,5637785,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36234,2,1,0
16076029,10,2,0.02,0.02,69493419,26729786,36234,5920174,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36234,2,2,51
16076029,10,3,0.3,0.1,69493419,26146574,36234,5922431,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36234,2,0,68
16076030,5,1,0.02,0.02,30767308,4777639,2730,6067602,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,1,0
16076030,5,2,0.02,0.02,30767308,12623834,2460,5202174,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,1,12
16076030,5,3,0.3,0.1,30767308,14337519,2460,4852597,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,1,13
16076030,10,1,0.02,0.02,65195764,11704364,40685,4260565,6.8,6,8,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36635,6,6,12
16076030,10,2,0.02,0.02,65195764,25724965,36635,4841211,1,3,8,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36635,6,6,71
16076030,10,3,0.3,0.1,65195764,25141753,36635,6936205,0.5,2,8,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36635,6,6,99
16076031,5,1,0.02,0.02,36140143,5037579,2730,5754695,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2512,2,1,6
16076031,5,2,0.02,0.02,36140143,13301660,2512,6134017,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2512,2,3,15
16076031,5,3,0.3,0.1,36140143,15015345,2512,4786878,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2512,2,3,17
16076031,10,1,0.02,0.02,67854271,11778513,40685,5234052,6.8,6,10,5,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36712,6,4,18
16076031,10,2,0.02,0.02,67854271,26370222,36712,4337838,1,3,10,5,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36712,6,5,75
16076031,10,3,0.3,0.1,67854271,25787010,36712,2570203,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36712,6,0,97
16076032,5,1,0.02,0.02,36001411,4760115,2730,5078545,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076032,5,2,0.02,0.02,36001411,15071354,2450,6322208,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076032,5,3,0.3,0.1,36001411,16785039,2450,4915508,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076032,10,1,0.02,0.02,72609006,11850826,40685,5178411,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36741,5,4,0
16076032,10,2,0.02,0.02,72609006,26332693,36741,4872803,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36741,5,3,59
16076032,10,3,0.3,0.1,72609006,25749481,36741,5455293,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36741,5,0,71
16076033,5,1,0.02,0.02,38513010,4540448,2730,5993797,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2500,2,2,0
16076033,5,2,0.02,0.02,38513010,12013716,2500,4661762,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2500,2,2,15
16076033,5,3,0.3,0.1,38513010,13727401,2500,4326907,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2500,2,2,15
16076033,10,1,0.02,0.02,68910223,11793271,40685,5790362,6.8,6,7,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36833,6,5,6
16076033,10,2,0.02,0.02,68910223,26788369,36833,5553262,1,3,7,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36833,6,6,71
16076033,10,3,0.3,0.1,68910223,26205157,36833,6584157,0.25,1,7,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36833,6,6,82
16076034,5,1,0.02,0.02,34793532,4441503,2730,5079104,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,0,0
16076034,5,2,0.02,0.02,34793532,13941995,2484,5796098,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,0,11
16076034,5,3,0.3,0.1,34793532,15655680,2484,5503507,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,0,14
16076034,10,1,0.02,0.02,72100771,11882929,40685,5626709,6.8,6,10,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36679,6,4,11
16076034,10,2,0.02,0.02,72100771,26790050,36679,5165950,1,3,10,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36679,6,4,82
16076034,10,3,0.3,0.1,72100771,26206838,36679,5957628,0.5,2,10,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36679,6,6,98
16076035,5,1,0.02,0.02,36131063,5019419,2730,5911387,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2498,3,3,0
16076035,5,2,0.02,0.02,36131063,12730193,2498,5028510,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2498,3,3,12
16076035,5,3,0.3,0.1,36131063,14443878,2498,7312612,0.25,1,3,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2498,3,3,18
16076035,10,1,0.02,0.02,67813770,11697511,40685,5895178,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36271,3,3,0
16076035,10,2,0.02,0.02,67813770,26936588,36271,6937108,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36271,3,1,71
16076035,10,3,0.3,0.1,67813770,26353376,36271,6363546,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36271,3,0,97
16076036,5,1,0.02,0.02,35297825,4401516,2730,5454033,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2506,2,2,0
16076036,5,2,0.02,0.02,35297825,11923610,2506,4657064,4,5,2,2,1,1,0,0,1,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2506,2,2,8
16076036,5,3,0.3,0.1,35297825,13637295,2506,5408298,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2506,2,2,14
16076036,10,1,0.02,0.02,69694994,12314240,40685,4202085,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36451,4,2,12
16076036,10,2,0.02,0.02,69694994,29735248,36451,5796203,0.5,2,6,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36451,4,2,92
16076036,10,3,0.3,0.1,69694994,29152036,36451,6175850,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36451,4,0,122
16076037,5,1,0.02,0.02,33501815,5003788,2730,5784048,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0
16076037,5,2,0.02,0.02,33501815,12404165,2472,5365226,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,1,10
16076037,5,3,0.3,0.1,33501815,14117850,2472,6005065,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,1,14
16076037,10,1,0.02,0.02,68204905,11431208,40685,5537333,6.8,6,9,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36646,6,5,18
16076037,10,2,0.02,0.02,68204905,26115145,36646,4106588,1,3,9,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36646,6,6,90
16076037,10,3,0.3,0.1,68204905,25531933,36646,6091583,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36646,6,0,110
16076038,5,1,0.02,0.02,31056039,4306528,2730,6046160,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0
16076038,5,2,0.02,0.02,31056039,13501770,2472,4619960,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,1,11
16076038,5,3,0.3,0.1,31056039,15215455,2472,4294073,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,1,14
16076038,10,1,0.02,0.02,73274128,12132497,40685,5565756,6.8,6,7,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36620,5,4,8
16076038,10,2,0.02,0.02,73274128,26714737,36620,5475290,1,3,7,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36620,5,5,71
16076038,10,3,0.3,0.1,73274128,26131525,36620,5944087,0.5,2,7,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36620,5,5,82
16076039,5,1,0.02,0.02,35907941,4573175,2730,5725918,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0
16076039,5,2,0.02,0.02,35907941,13476825,2472,4626280,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,2,11
16076039,5,3,0.3,0.1,35907941,15190510,2472,4324200,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,2,14
16076039,10,1,0.02,0.02,65431845,12176526,40685,6509572,6.8,6,9,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36907,8,8,6
16076039,10,2,0.02,0.02,65431845,27257017,36907,5292199,0.5,2,9,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36907,8,7,88
16076039,10,3,0.3,0.1,65431845,26673805,36907,4269010,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36907,8,0,112
16076040,5,1,0.02,0.02,36845578,4351303,2730,6229822,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,1,0
16076040,5,2,0.02,0.02,36845578,11008824,2484,5854339,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,1,14
16076040,5,3,0.3,0.1,36845578,12722509,2484,6612729,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,0,19
16076040,10,1,0.02,0.02,59618440,12084019,40685,5660162,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36429,4,3,7
16076040,10,2,0.02,0.02,59618440,29376330,36429,5362399,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36429,4,3,67
16076040,10,3,0.3,0.1,59618440,28793118,36429,4264981,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36429,4,0,89
16076041,5,1,0.02,0.02,32073207,4243718,2730,3475879,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2498,3,3,0
16076041,5,2,0.02,0.02,32073207,11467826,2498,5935749,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2498,3,3,14
16076041,5,3,0.3,0.1,32073207,13181511,2498,6180002,0.25,1,3,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2498,3,3,23
16076041,10,1,0.02,0.02,64602105,11565619,40685,5157088,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36256,2,1,6
16076041,10,2,0.02,0.02,64602105,22927295,36256,5221136,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36256,2,2,39
16076041,10,3,0.3,0.1,64602105,22344083,36256,6900835,0.5,2,3,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36256,2,4,51
16076042,5,1,0.02,0.02,38359815,4234058,2730,6691491,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2494,2,2,0
16076042,5,2,0.02,0.02,38359815,12093438,2494,4924190,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2494,2,2,16
16076042,5,3,0.3,0.1,38359815,13807123,2494,4570349,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2494,2,2,19
16076042,10,1,0.02,0.02,70258173,11343452,40685,6389352,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36587,5,4,0
16076042,10,2,0.02,0.02,70258173,26935683,36587,5865533,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36587,5,4,68
16076042,10,3,0.3,0.1,70258173,26352471,36587,5164174,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36587,5,5,90
16076043,5,1,0.02,0.02,32625542,4299815,2730,4512887,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0
16076043,5,2,0.02,0.02,32625542,12459568,2472,5472549,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,1,11
16076043,5,3,0.3,0.1,32625542,14173253,2472,5113736,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,1,13
16076043,10,1,0.02,0.02,68128538,12327047,40685,5406141,6.8,6,8,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36422,5,5,8
16076043,10,2,0.02,0.02,68128538,29366785,36422,6009746,0.5,2,7,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36422,5,3,70
16076043,10,3,0.3,0.1,68128538,28783573,36422,6910486,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36422,5,0,84
16076044,5,1,0.02,0.02,35676192,4109677,2730,5535476,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2478,1,1,0
16076044,5,2,0.02,0.02,35676192,14317009,2478,4654928,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2478,1,1,9
16076044,5,3,0.3,0.1,35676192,16030694,2478,6388835,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2478,1,1,10
16076044,10,1,0.02,0.02,67664727,11399425,40685,5205729,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36164,1,1,0
16076044,10,2,0.02,0.02,67664727,25507337,36164,6069551,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36164,1,1,31
16076044,10,3,0.3,0.1,67664727,24924125,36164,3863069,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36164,1,0,45
16076045,5,1,0.02,0.02,33241463,4483084,2730,5456774,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076045,5,2,0.02,0.02,33241463,12384459,2450,6496391,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076045,5,3,0.3,0.1,33241463,14098144,2450,5091555,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076045,10,1,0.02,0.02,67701051,11472073,40685,6277727,6.8,6,9,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36488,5,4,13
16076045,10,2,0.02,0.02,67701051,28013842,36488,5599052,1,3,9,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36488,5,4,80
16076045,10,3,0.3,0.1,67701051,27430630,36488,5337399,0.25,1,9,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36488,5,6,104
16076046,5,1,0.02,0.02,35158731,4123328,2730,5743212,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2506,2,2,0
16076046,5,2,0.02,0.02,35158731,12754052,2506,4854187,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2506,2,2,12
16076046,5,3,0.3,0.1,35158731,14467737,2506,6557314,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2506,2,2,12
16076046,10,1,0.02,0.02,68858392,11689609,40685,4540554,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36370,3,2,0
16076046,10,2,0.02,0.02,68858392,26574587,36370,6268325,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36370,3,2,57
16076046,10,3,0.3,0.1,68858392,25991375,36370,4805263,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36370,3,3,73
16076047,5,1,0.02,0.02,30379849,5051294,2730,4864078,6.8,6,6,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2532,4,3,7
16076047,5,2,0.02,0.02,30379849,14241560,2532,4886454,1,3,6,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2532,4,3,24
16076047,5,3,0.3,0.1,30379849,15955245,2532,7206191,0.25,1,6,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2532,4,4,31
16076047,10,1,0.02,0.02,63876904,12212363,40685,6018390,6.8,6,7,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36430,7,6,0
16076047,10,2,0.02,0.02,63876904,27109385,36430,4692738,1,3,7,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36430,7,6,47
16076047,10,3,0.3,0.1,63876904,26526173,36430,5113332,0.25,1,7,4,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36430,7,7,71
16076048,5,1,0.02,0.02,32709829,4468389,2730,6456669,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076048,5,2,0.02,0.02,32709829,13742009,2450,6079886,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076048,5,3,0.3,0.1,32709829,15455694,2450,5722391,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076048,10,1,0.02,0.02,67725663,11521297,40685,6476180,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36326,3,2,0
16076048,10,2,0.02,0.02,67725663,26298599,36326,5537746,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36326,3,2,64
16076048,10,3,0.3,0.1,67725663,25715387,36326,4590088,0.25,1,3,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36326,3,3,79
16076049,5,1,0.02,0.02,36332159,4373038,2730,6401213,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,1,0
16076049,5,2,0.02,0.02,36332159,12238595,2484,5524003,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,1,15
16076049,5,3,0.3,0.1,36332159,13952280,2484,5371299,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,0,21
16076049,10,1,0.02,0.02,72808829,12250472,40685,5373769,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36576,5,4,0
16076049,10,2,0.02,0.02,72808829,26969846,36576,4271834,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36576,5,4,59
16076049,10,3,0.3,0.1,72808829,26386634,36576,4930038,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36576,5,5,73
16076050,5,1,0.02,0.02,29573851,4487871,2730,5681422,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2472,1,1,0
16076050,5,2,0.02,0.02,29573851,12850386,2472,4165825,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2472,1,1,9
16076050,5,3,0.3,0.1,29573851,14564071,2472,7015651,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2472,1,1,13
16076050,10,1,0.02,0.02,76241608,11776019,40685,4385454,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36271,3,3,6
16076050,10,2,0.02,0.02,76241608,26932977,36271,6170341,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36271,3,3,53
16076050,10,3,0.3,0.1,76241608,26349765,36271,5864525,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36271,3,5,71
16076051,5,1,0.02,0.02,30168245,4628086,2730,5863004,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,0,0
