seed,traceHash,stateHash,continuousHash,barrierClosed,motionAuthorized,commitReady,allAffectedReactivated,finalSuppressedCount,prematureActivationFrames,scheduledCollisionFrames,finalActiveColoringProper,routeCollisionRecipients,crossPacketStateWrites,forbiddenReads,logicalPacketCount,routedPacketCount,localOnlyPacketCount,physicalControlAttempts,physicalControlBytes,physicalControlAirtimeSec,attemptBound,integerAccountingExact,dynamicBundleEnvelopeExact,scheduleBuilt,kernelContinuousReplayExact,continuousDurationSec,firstConvergenceTimeSec,continuousAccountingExact,clockSchedulePreserved,controlDataNonOverlap,traceVersionHash,kernelVersionHash,continuousVersionHash,scheduleError
16095702,138912709079,10152001,1051375244,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095703,138717760682,10143606,1051512937,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095704,138731477146,10146125,1051806881,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095705,138959173660,10143597,1052174381,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095706,138618141298,10146970,1051544093,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095707,138573840929,10150319,1051658972,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095708,138777584657,10131011,1051218313,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095709,138570435614,10136048,1052103518,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095710,138836903065,10157050,1051963437,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095711,138580524305,11413529,1328518931,1,1,1,1,0,0,0,1,0,0,0,36,34,2,408,18184,0.581888,408,1,1,1,1,2.65068704636186,2.11319660594424,1,1,1,64470,68109,83997,
16095712,138775221466,10155332,1052550405,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095713,138792568511,10149477,1051851726,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095714,138655331154,10138560,1051329534,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095715,138543239128,10136035,1051785350,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095716,138686162154,11883850,1381668140,1,1,1,1,0,0,0,1,0,0,0,36,35,1,420,18496,0.591872,420,1,1,1,1,2.69547243841754,2.15798199799992,1,1,1,64470,68109,83997,
16095717,138831603039,10145273,1050856869,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095718,138597197856,10150318,1052038970,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095719,138515733470,10152842,1052320101,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095720,138938787695,11513656,1313478731,1,1,1,1,0,0,0,1,0,0,0,35,34,1,404,18072,0.578304,408,1,1,1,1,2.66049551038042,2.1230050699628,1,1,1,64470,68109,83997,
16095721,138679808666,10138559,1051138944,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095722,138840458082,10134380,1051564423,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095723,138676051469,10380132,1314382151,1,1,1,1,0,0,0,1,0,0,0,35,34,1,404,18072,0.578304,408,1,1,1,1,2.66433551038042,2.1268450699628,1,1,1,64470,68109,83997,
16095724,138893778631,10143598,1051211851,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095725,138614845223,10157051,1051852903,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095726,138402648432,12609582,1377940041,1,1,1,1,0,0,0,1,0,0,0,36,35,1,416,18088,0.578816,420,1,1,1,1,2.69547243841754,2.15798199799992,1,1,1,64470,68109,83997,
16095727,138828359226,12673597,1316645994,1,1,1,1,0,0,0,1,0,0,0,36,34,2,404,17896,0.572672,408,1,1,1,1,2.64812704636185,2.11063660594424,1,1,1,64470,68109,83997,
16095728,138833889236,10143572,1051966729,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095729,138640055130,10155356,1051063101,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095730,138521502312,10125945,1052209142,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095731,138606867448,10142758,1052442421,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095732,138961532646,10144437,1051426222,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095733,138747240424,10149456,1051898585,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095734,138617254094,10116673,1051183400,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095735,139030960217,10141925,1050905618,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095736,138751220438,10141927,1050833097,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095737,138827950812,10164588,1051243962,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095738,138673562441,10140231,1051434716,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095739,138576330411,10137754,1051465123,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095740,138997560764,12958210,1149616633,1,1,1,1,0,0,0,1,0,0,0,33,32,1,360,14152,0.452864,368,1,1,1,1,2.41058826225049,1.64533086155446,1,1,1,64470,68109,83997,
16095741,138802293721,10152851,1051789034,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095742,138942501682,10152004,1050858883,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095743,138719815289,10136043,1052057438,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095744,138397712724,10131004,1051784467,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095745,138876613484,10235161,1411574670,1,1,1,1,0,0,0,1,0,0,0,39,38,1,428,18056,0.577792,436,1,1,1,1,2.76158629449178,2.22409585407416,1,1,1,64470,68109,83997,
16095746,138879021995,10132670,1051924505,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095747,138808589174,10138544,1052601748,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095748,138792128489,10141087,1051658501,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095749,138638775126,10139386,1052294163,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095750,138911426758,10136877,1051218320,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095751,138811272803,11629549,1301818454,1,1,1,1,0,0,0,1,0,0,0,36,35,1,400,17912,0.573184,412,1,1,1,1,2.66561551038042,2.1281250699628,1,1,1,64470,68109,83997,
16095752,138582013189,12697489,1355000915,1,1,1,1,0,0,0,1,0,0,0,36,35,1,412,18328,0.586496,416,1,1,1,1,2.68310397439898,2.14561353398136,1,1,1,64470,68109,83997,
16095753,138796754945,10160392,1052156047,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095754,138781573006,11647120,1358379103,1,1,1,1,0,0,0,1,0,0,0,36,35,1,412,18248,0.583936,412,1,1,1,1,2.66561551038042,2.1281250699628,1,1,1,64470,68109,83997,
16095755,138698747645,10130174,1051607435,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095756,138756513699,10136883,1051475117,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095757,138767797743,10130157,1051412644,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095758,138633823795,10144383,1052110855,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095759,138587293161,9658321,1315260020,1,1,1,1,0,0,0,1,0,0,0,37,35,2,404,18024,0.576768,412,1,1,1,1,2.67542397439898,2.13793353398136,1,1,1,64470,68109,83997,
16095760,138803986889,10140220,1051542649,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095761,138623588210,10139397,1052264677,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095762,138783385869,10152827,1051894582,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095763,138560521465,10141923,1051409571,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095764,138805644152,10155361,1051259397,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095765,138817731265,10141918,1051087783,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095766,138578592326,11726496,1322770525,1,1,1,1,0,0,0,1,0,0,0,35,34,1,408,18184,0.581888,408,1,1,1,1,2.66049551038042,2.1230050699628,1,1,1,64470,68109,83997,
16095767,138568558125,10146115,1051904547,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095768,138876471848,10139398,1051829229,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095769,138653919327,10141092,1051301745,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095770,139070412962,10130174,1051634284,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095771,138593255312,10141065,1051077117,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095772,138512844845,10157875,1051433979,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095773,138941907942,10151164,1051664436,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095774,138887030817,10974434,1308157379,1,1,1,1,0,0,0,1,0,0,0,36,35,1,404,18024,0.576768,412,1,1,1,1,2.66561551038042,2.1281250699628,1,1,1,64470,68109,83997,
16095775,138838859687,10157888,1051578523,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095776,138754812300,10151981,1052125008,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095777,138529810490,10150318,1052147089,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095778,138904513000,10136875,1052056002,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095779,138741665755,10128503,1050908092,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095780,138995527068,10733948,1307465945,1,1,1,1,0,0,0,1,0,0,0,36,35,1,400,17912,0.573184,412,1,1,1,1,2.66433551038042,2.1268450699628,1,1,1,64470,68109,83997,
16095781,138668674471,10137742,1051406565,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095782,138656398087,10141922,1051229487,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095783,138486138304,11921322,1350066504,1,1,1,1,0,0,0,1,0,0,0,37,35,2,412,18200,0.5824,416,1,1,1,1,2.68054397439898,2.14305353398136,1,1,1,64470,68109,83997,
16095784,138925043124,10135198,1051384904,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095785,138731725514,10127636,1051497580,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095786,138687107214,11395906,1399687237,1,1,1,1,0,0,0,1,0,0,0,38,37,1,428,18984,0.607488,440,1,1,1,1,2.78061075851034,2.33270205816233,1,1,1,64470,68109,83997,
16095787,138729763232,10148647,1051448858,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095788,138599220874,10146964,1051615424,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095789,138798571569,10145293,1051460553,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095790,138598786748,11519343,1365059371,1,1,1,1,0,0,0,1,0,0,0,36,35,1,416,18312,0.585984,416,1,1,1,1,2.68054397439898,2.14305353398136,1,1,1,64470,68109,83997,
16095791,138679243353,10150299,1051961892,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095792,138691796062,10150301,1051250355,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095793,138663093696,10151150,1051307491,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095794,138510517316,11463219,1327419954,1,1,1,1,0,0,0,1,0,0,0,36,34,2,408,18184,0.581888,408,1,1,1,1,2.65068704636186,2.11319660594424,1,1,1,64470,68109,83997,
16095795,138725997410,10143585,1051150924,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095796,138846105845,10150314,1051697980,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095797,138637994332,10139404,1051497078,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095798,138433319807,10154516,1051578174,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095799,138887159892,10142775,1051652751,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095800,138779750054,10127647,1051368789,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095801,138664285793,10137689,1051230331,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095802,138505833718,10133531,1051594396,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095803,138683530489,10796501,1318777913,1,1,1,1,0,0,0,1,0,0,0,35,34,1,408,18184,0.581888,408,1,1,1,1,2.66433551038042,2.1268450699628,1,1,1,64470,68109,83997,
16095804,138640171759,10146960,1051488290,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095805,138805885840,10803511,1345749951,1,1,1,1,0,0,0,1,0,0,0,38,36,2,412,17800,0.5696,420,1,1,1,1,2.69675243841754,2.15926199799992,1,1,1,64470,68109,83997,
16095806,138422176389,10141094,1051322975,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095807,138421165977,10150330,1051505788,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095808,138824487326,10149488,1051865427,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095809,138678368220,11550307,1365637403,1,1,1,1,0,0,0,1,0,0,0,36,35,1,412,18024,0.576768,416,1,1,1,1,2.69035243841754,2.15286199799992,1,1,1,64470,68109,83997,
16095810,138720983003,10131002,1051637869,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095811,138978501794,10138570,1051491105,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095812,138781315970,10141064,1051494405,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095813,138692275758,10144437,1051275218,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095814,138593444911,10142763,1051485118,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095815,138920057743,10144446,1051603167,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095816,138895737141,10144423,1051465595,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095817,138973030472,10145279,1050766390,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095818,138667820366,10153656,1051790735,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095819,138961492690,10136876,1051578931,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095820,138730413471,10146956,1052070912,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095821,138499473846,10109934,1050857782,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095822,139090869507,10130107,1051797211,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095823,139186537178,10143592,1051626862,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095824,138816610373,10873062,1046203868,1,1,1,1,0,0,0,1,0,0,0,31,30,1,336,13176,0.421632,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095825,138718286970,10140245,1051313514,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
16095826,138735879882,10147800,1051688520,1,1,1,1,0,0,0,1,0,0,0,31,30,1,340,13288,0.425216,340,1,1,1,1,2.29559301412057,1.44075387335493,1,1,1,64470,68109,83997,
