seed,scenario,scenarioLabel,condition,conditionLabel,conditionKind,N,BASE_TRACE_HASH_EXACT,CONDITION_TRACE_HASH_EXACT,CONFIG_HASH,SCHEDULE_STATE_HASH,WITNESS_HASH_EXACT,CONFLICT_EDGES,HIDDEN_CONFLICT_EDGES,MAX_WITNESS_LOAD,FINAL_ALL_CERTIFIED,FIRST_ALL_CERTIFIED_FRAME,CERTIFIED_NODE_FRAME_FRACTION,FALSE_VALID_EDGE_FRAMES,SCHEDULED_COLLISION_FRAMES,FALLBACK_COLLISION_FRAMES,CLAIM_ATTEMPTS,CERTIFICATE_ATTEMPTS,CONTROL_ATTEMPTS,CONTROL_ATTEMPT_BOUND,CONTROL_ATTEMPT_BOUND_RATIO,CLAIM_BYTES,NOMINAL_CONTROL_ATTEMPT_BOUND,CERTIFICATE_BYTES,CONTROL_BYTES,CONTROL_BYTE_BOUND,CONTROL_BYTE_BOUND_RATIO,NOMINAL_CONTROL_BYTE_BOUND,CERTIFICATE_ENTRIES_ATTEMPTED,RESPONSE_ENTRIES_ATTEMPTED,RETRY_CLAIM_ATTEMPTS,LOCAL_CERTIFICATE_ENTRIES,CERTIFICATE_WITHOUT_FRESH_CLAIMS,MANAGEMENT_RECIPIENT_ATTEMPTS,MANAGEMENT_RECIPIENT_SUCCESS,MANAGEMENT_RECIPIENT_ERASURE,MANAGEMENT_RECIPIENT_COLLISION,SCHEDULED_ATTEMPTS,FALLBACK_ATTEMPTS,SCHEDULED_RECIPIENT_ATTEMPTS,SCHEDULED_RECIPIENT_SUCCESS,SCHEDULED_RECIPIENT_ERASURE,SCHEDULED_RECIPIENT_COLLISION,FALLBACK_RECIPIENT_ATTEMPTS,FALLBACK_RECIPIENT_SUCCESS,FALLBACK_RECIPIENT_ERASURE,FALLBACK_RECIPIENT_COLLISION,MAX_FALLBACK_ATTEMPTS_PER_NODE_FRAME,BLACKOUT_OWNER,BLACKOUT_CLIENT,BLACKOUT_WITNESS,BLACKOUT_CLIENT_FINAL_ACTIVE,ACCOUNTING_CLOSES,FUTURE_RANDOM_READS,RECEIVER_TRUTH_READS,retryMode,CUMULATIVE_RECEIPT_RETRY,CLAIM_TRANSACTION_STARTS,FINAL_OPEN_CLAIM_TRANSACTIONS,BACKGROUND_LOAD,BACKGROUND_TRACE_HASH_EXACT,BACKGROUND_OVERLAY_HASH_EXACT,BACKGROUND_POTENTIAL_HITS,geometryIndex,networkIndex,BASE_GEOMETRY_HASH,DATA_NEIGHBOR_GRAPH_HASH,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,SELECTED_HORIZON_SEC,SELECTED_HORIZON_INDEX,SELECTED_CONFLICT_EDGES,SELECTED_HIDDEN_EDGES,COHERENCE_ENABLED,COHERENCE_ADMISSIBLE,COHERENCE_HORIZON_FRAMES,RENEWAL_PERIOD_FRAMES,LEASE_FRAMES,CLAIM_PACKET_BYTES,CERTIFICATE_HEADER_BYTES,CERTIFICATE_ENTRY_BYTES,REVOKE_PACKET_BYTES,MAX_RESPONSE_PACKET_BYTES,PACKET_MTU_VIOLATIONS,BLACKOUT_APPLIED,SELF_REVOCATIONS,REVOKE_ATTEMPTS,REVOKE_BYTES,geometryCondition,networkCondition,bindingReason
16079015,mobile-limited-high,mobile-limited-high,zero,zero,zero,5,30467522362,30467522362,32685180,16473959,36768,1,0,1,1,1,1,0,0,0,145,29,174,2400,0.0725,4060,174,754,4814,66400,0.0725,4814,29,29,0,0,0,87,87,0,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31387434351,NaN,0,3,1,33286585,2478,2478,5089219,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,zero,admissible
16079015,mobile-limited-high,mobile-limited-high,claim-iid5,claim-iid5,claim-iid5,5,30467522362,30467522362,33070745,16473959,36768,1,0,1,1,1,1,0,0,0,148,31,179,2400,0.0745833333333333,4144,174,806,4950,66400,0.0745481927710843,4814,31,31,3,0,0,92,89,3,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31387434351,NaN,0,3,2,33286585,2478,2478,5089219,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,claim-iid5,admissible
16079015,mobile-limited-high,mobile-limited-high,response-iid5,response-iid5,response-iid5,5,30467522362,30467522362,33070745,16473959,36768,1,0,1,1,1,1,0,0,0,146,30,176,2400,0.0733333333333333,4088,174,780,4868,66400,0.0733132530120482,4814,30,30,1,0,0,89,88,1,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31387434351,NaN,0,3,3,33286585,2478,2478,5089219,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,response-iid5,admissible
16079015,mobile-limited-high,mobile-limited-high,joint-control-iid5,joint-control-iid5,joint-control-iid5,5,30467522362,30467522362,33456310,16473959,36768,1,0,1,1,1,1,0,0,0,149,32,181,2400,0.0754166666666667,4172,174,832,5004,66400,0.0753614457831325,4814,32,32,4,0,0,94,90,4,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31387434351,NaN,0,3,4,33286585,2478,2478,5089219,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,joint-control-iid5,admissible
16079015,mobile-limited-high,mobile-limited-high,iid-occupancy15,iid-occupancy15,iid-occupancy15,5,30467522362,21467922062,32685180,16473959,36768,1,0,1,1,1,1,0,0,0,177,54,231,2400,0.09625,4956,174,1404,6360,66400,0.0957831325301205,4814,54,54,32,0,0,144,97,47,0,2000,0,800,373,427,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0.15,31387434351,1329366,3679,3,5,33286585,2478,2478,5089219,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,iid-occupancy15,admissible
16079015,mobile-limited-high,mobile-limited-high,directed-response-blackout,directed-response-blackout,directed-response-blackout,5,30467522362,25616701678,32685180,15889773,36768,1,0,1,0,NaN,0.8,0,0,0,516,400,916,2400,0.381666666666667,14448,174,10400,24848,66400,0.37421686746988,4814,400,400,399,0,0,829,429,400,0,1600,136,400,400,0,0,136,136,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,117,1,0,31387434351,NaN,0,3,6,33286585,2478,2478,5089219,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,1,0,0,0,mobile-limited-high,directed-response-blackout,admissible
16079015,static-wide-low,static-wide-low,zero,zero,zero,10,113230079968,113230079968,34208720,67500544,653689,8,0,1,1,1,1,0,0,0,70,56,126,7200,0.0175,1960,126,1456,3416,195200,0.0175,3416,56,56,0,0,0,1134,1134,0,0,4000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,70,0,0,31412744673,NaN,0,1,1,65407442,36701,40685,5666778,6.8,6,8,0,1,1,70,63,70,28,16,10,24,26,0,0,0,0,0,static-wide-low,zero,admissible
16079015,static-wide-low,static-wide-low,claim-iid5,claim-iid5,claim-iid5,10,113230079968,113230079968,34594285,67500924,653689,8,0,1,1,1,1,0,0,0,75,69,144,7200,0.02,2100,126,1794,3894,195200,0.0199487704918033,3416,69,69,3,0,0,1296,1260,36,0,4000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,72,0,0,31412744673,NaN,0,1,2,65407442,36701,40685,5666778,6.8,6,8,0,1,1,70,63,70,28,16,10,24,26,0,0,0,0,0,static-wide-low,claim-iid5,admissible
16079015,static-wide-low,static-wide-low,response-iid5,response-iid5,response-iid5,10,113230079968,113230079968,34594285,67500544,653689,8,0,1,1,1,1,0,0,0,73,65,138,7200,0.0191666666666667,2044,126,1690,3734,195200,0.0191290983606557,3416,65,65,3,0,0,1242,1217,25,0,4000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,70,0,0,31412744673,NaN,0,1,3,65407442,36701,40685,5666778,6.8,6,8,0,1,1,70,63,70,28,16,10,24,26,0,0,0,0,0,static-wide-low,response-iid5,admissible
16079015,static-wide-low,static-wide-low,joint-control-iid5,joint-control-iid5,joint-control-iid5,10,113230079968,113230079968,34979850,67500924,653689,8,0,1,1,1,1,0,0,0,78,78,156,7200,0.0216666666666667,2184,126,2028,4212,195200,0.021577868852459,3416,78,78,6,0,0,1404,1338,66,0,4000,0,4800,4800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,72,0,0,31412744673,NaN,0,1,4,65407442,36701,40685,5666778,6.8,6,8,0,1,1,70,63,70,28,16,10,24,26,0,0,0,0,0,static-wide-low,joint-control-iid5,admissible
16079015,static-wide-low,static-wide-low,iid-occupancy15,iid-occupancy15,iid-occupancy15,10,113230079968,76443281510,34208720,67492831,653689,8,0,1,1,3,0.99925,0,0,0,113,127,240,7200,0.0333333333333333,3164,126,3302,6466,195200,0.033125,3416,127,127,42,0,0,2160,1674,486,0,3997,0,4796,2482,2314,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,71,0,0.15,31412744673,1688573,7532,1,5,65407442,36701,40685,5666778,6.8,6,8,0,1,1,70,63,70,28,16,10,24,26,0,0,0,0,0,static-wide-low,iid-occupancy15,admissible
16079015,static-wide-low,static-wide-low,directed-response-blackout,directed-response-blackout,directed-response-blackout,10,113230079968,93818177962,34208720,66860323,653689,8,0,1,0,NaN,0.9,0,0,0,463,449,912,7200,0.126666666666667,12964,126,11674,24638,195200,0.126219262295082,3416,449,449,399,0,0,8208,7808,400,0,3600,60,4400,4400,0,0,60,60,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,64,1,0,31412744673,NaN,0,1,6,65407442,36701,40685,5666778,6.8,6,8,0,1,1,70,63,70,28,16,10,24,26,0,1,0,0,0,static-wide-low,directed-response-blackout,admissible
16079015,mobile-limited-low,mobile-limited-low,zero,zero,zero,10,113230079968,113230079968,32653176,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,720,0,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31412744673,NaN,0,2,1,65407442,36701,36701,6430173,0.5,2,8,2,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-low,zero,horizon-shorter-than-renewal-slack
16079015,mobile-limited-low,mobile-limited-low,claim-iid5,claim-iid5,claim-iid5,10,113230079968,113230079968,33038741,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,720,0,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31412744673,NaN,0,2,2,65407442,36701,36701,6430173,0.5,2,8,2,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-low,claim-iid5,horizon-shorter-than-renewal-slack
16079015,mobile-limited-low,mobile-limited-low,response-iid5,response-iid5,response-iid5,10,113230079968,113230079968,33038741,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,720,0,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31412744673,NaN,0,2,3,65407442,36701,36701,6430173,0.5,2,8,2,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-low,response-iid5,horizon-shorter-than-renewal-slack
16079015,mobile-limited-low,mobile-limited-low,joint-control-iid5,joint-control-iid5,joint-control-iid5,10,113230079968,113230079968,33424306,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,720,0,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31412744673,NaN,0,2,4,65407442,36701,36701,6430173,0.5,2,8,2,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-low,joint-control-iid5,horizon-shorter-than-renewal-slack
16079015,mobile-limited-low,mobile-limited-low,iid-occupancy15,iid-occupancy15,iid-occupancy15,10,113230079968,80669326256,32653176,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,357,363,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0.15,31412744673,1951372,6644,2,5,65407442,36701,36701,6430173,0.5,2,8,2,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-low,iid-occupancy15,horizon-shorter-than-renewal-slack
16079015,mobile-limited-low,mobile-limited-low,directed-response-blackout,directed-response-blackout,directed-response-blackout,10,113230079968,113230079968,32653176,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,720,0,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31412744673,NaN,0,2,6,65407442,36701,36701,6430173,0.5,2,8,2,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-low,directed-response-blackout,horizon-shorter-than-renewal-slack
16079015,mobile-limited-high,mobile-limited-high,zero,zero,zero,10,113230079968,113230079968,32228468,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,720,0,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31412744673,NaN,0,3,1,65407442,36701,36701,4999925,0,0,0,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,zero,selector-issued-no-horizon
16079015,mobile-limited-high,mobile-limited-high,claim-iid5,claim-iid5,claim-iid5,10,113230079968,113230079968,32614033,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,720,0,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31412744673,NaN,0,3,2,65407442,36701,36701,4999925,0,0,0,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,claim-iid5,selector-issued-no-horizon
16079015,mobile-limited-high,mobile-limited-high,response-iid5,response-iid5,response-iid5,10,113230079968,113230079968,32614033,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,720,0,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31412744673,NaN,0,3,3,65407442,36701,36701,4999925,0,0,0,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,response-iid5,selector-issued-no-horizon
16079015,mobile-limited-high,mobile-limited-high,joint-control-iid5,joint-control-iid5,joint-control-iid5,10,113230079968,113230079968,32999598,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,720,0,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31412744673,NaN,0,3,4,65407442,36701,36701,4999925,0,0,0,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,joint-control-iid5,selector-issued-no-horizon
16079015,mobile-limited-high,mobile-limited-high,iid-occupancy15,iid-occupancy15,iid-occupancy15,10,113230079968,80669326256,32228468,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,357,363,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0.15,31412744673,1951372,6644,3,5,65407442,36701,36701,4999925,0,0,0,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,iid-occupancy15,selector-issued-no-horizon
16079015,mobile-limited-high,mobile-limited-high,directed-response-blackout,directed-response-blackout,directed-response-blackout,10,113230079968,113230079968,32228468,57168250,566051,0,0,0,0,NaN,0,0,0,34,0,0,0,4000,0,0,310,0,0,112000,0,8680,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,788,720,0,68,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,0,0,0,31412744673,NaN,0,3,6,65407442,36701,36701,4999925,0,0,0,0,1,0,0,13,20,28,16,10,24,0,0,0,0,0,0,mobile-limited-high,directed-response-blackout,selector-issued-no-horizon
16079016,static-wide-low,static-wide-low,zero,zero,zero,5,30418132812,30418132812,33825049,16471445,37834,1,0,1,1,1,1,0,0,0,15,3,18,2400,0.0075,420,18,78,498,66400,0.0075,498,3,3,0,0,0,72,72,0,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,15,0,0,31560329500,NaN,0,1,1,37237754,2472,2730,5585911,6.8,6,1,0,1,1,148,141,148,28,16,10,24,26,0,0,0,0,0,static-wide-low,zero,admissible
16079016,static-wide-low,static-wide-low,claim-iid5,claim-iid5,claim-iid5,5,30418132812,30418132812,34210614,16471445,37834,1,0,1,1,1,1,0,0,0,15,3,18,2400,0.0075,420,18,78,498,66400,0.0075,498,3,3,0,0,0,72,70,2,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,15,0,0,31560329500,NaN,0,1,2,37237754,2472,2730,5585911,6.8,6,1,0,1,1,148,141,148,28,16,10,24,26,0,0,0,0,0,static-wide-low,claim-iid5,admissible
16079016,static-wide-low,static-wide-low,response-iid5,response-iid5,response-iid5,5,30418132812,30418132812,34210614,16471445,37834,1,0,1,1,1,1,0,0,0,15,3,18,2400,0.0075,420,18,78,498,66400,0.0075,498,3,3,0,0,0,72,72,0,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,15,0,0,31560329500,NaN,0,1,3,37237754,2472,2730,5585911,6.8,6,1,0,1,1,148,141,148,28,16,10,24,26,0,0,0,0,0,static-wide-low,response-iid5,admissible
16079016,static-wide-low,static-wide-low,joint-control-iid5,joint-control-iid5,joint-control-iid5,5,30418132812,30418132812,34596179,16471445,37834,1,0,1,1,1,1,0,0,0,15,3,18,2400,0.0075,420,18,78,498,66400,0.0075,498,3,3,0,0,0,72,70,2,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,15,0,0,31560329500,NaN,0,1,4,37237754,2472,2730,5585911,6.8,6,1,0,1,1,148,141,148,28,16,10,24,26,0,0,0,0,0,static-wide-low,joint-control-iid5,admissible
16079016,static-wide-low,static-wide-low,iid-occupancy15,iid-occupancy15,iid-occupancy15,5,30418132812,22030536527,33825049,16471445,37834,1,0,1,1,1,1,0,0,0,17,5,22,2400,0.00916666666666667,476,18,130,606,66400,0.00912650602409639,498,5,5,2,0,0,88,60,28,0,2000,0,800,431,369,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,15,0,0.15,31560329500,361596,3426,1,5,37237754,2472,2730,5585911,6.8,6,1,0,1,1,148,141,148,28,16,10,24,26,0,0,0,0,0,static-wide-low,iid-occupancy15,admissible
16079016,static-wide-low,static-wide-low,directed-response-blackout,directed-response-blackout,directed-response-blackout,5,30418132812,25551644473,33825049,15887771,37834,1,0,1,0,NaN,0.8,0,0,0,412,400,812,2400,0.338333333333333,11536,18,10400,21936,66400,0.330361445783133,498,400,400,399,0,0,3248,2848,400,0,1600,158,400,400,0,0,158,158,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,13,1,0,31560329500,NaN,0,1,6,37237754,2472,2730,5585911,6.8,6,1,0,1,1,148,141,148,28,16,10,24,26,0,1,0,0,0,static-wide-low,directed-response-blackout,admissible
16079016,mobile-limited-low,mobile-limited-low,zero,zero,zero,5,30418132812,30418132812,32412331,16472732,36610,1,0,1,1,1,1,0,0,0,60,12,72,2400,0.03,1680,72,312,1992,66400,0.03,1992,12,12,0,0,0,36,36,0,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31560329500,NaN,0,2,1,37237754,2472,2472,4907436,2,4,1,0,1,1,43,36,43,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,zero,admissible
16079016,mobile-limited-low,mobile-limited-low,claim-iid5,claim-iid5,claim-iid5,5,30418132812,30418132812,32797896,16472732,36610,1,0,1,1,1,1,0,0,0,61,13,74,2400,0.0308333333333333,1708,72,338,2046,66400,0.0308132530120482,1992,13,13,1,0,0,38,36,2,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31560329500,NaN,0,2,2,37237754,2472,2472,4907436,2,4,1,0,1,1,43,36,43,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,claim-iid5,admissible
16079016,mobile-limited-low,mobile-limited-low,response-iid5,response-iid5,response-iid5,5,30418132812,30418132812,32797896,16472732,36610,1,0,1,1,1,1,0,0,0,60,12,72,2400,0.03,1680,72,312,1992,66400,0.03,1992,12,12,0,0,0,36,36,0,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31560329500,NaN,0,2,3,37237754,2472,2472,4907436,2,4,1,0,1,1,43,36,43,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,response-iid5,admissible
16079016,mobile-limited-low,mobile-limited-low,joint-control-iid5,joint-control-iid5,joint-control-iid5,5,30418132812,30418132812,33183461,16472732,36610,1,0,1,1,1,1,0,0,0,61,13,74,2400,0.0308333333333333,1708,72,338,2046,66400,0.0308132530120482,1992,13,13,1,0,0,38,36,2,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,0,0,31560329500,NaN,0,2,4,37237754,2472,2472,4907436,2,4,1,0,1,1,43,36,43,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,joint-control-iid5,admissible
16079016,mobile-limited-low,mobile-limited-low,iid-occupancy15,iid-occupancy15,iid-occupancy15,5,30418132812,22030536527,32412331,16471749,36610,1,0,1,1,1,1,0,0,0,71,20,91,2400,0.0379166666666667,1988,72,520,2508,66400,0.0377710843373494,1992,20,20,11,0,0,55,39,16,0,2000,0,800,431,369,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,60,1,0.15,31560329500,361596,3426,2,5,37237754,2472,2472,4907436,2,4,1,0,1,1,43,36,43,28,16,10,24,26,0,0,0,0,0,mobile-limited-low,iid-occupancy15,admissible
16079016,mobile-limited-low,mobile-limited-low,directed-response-blackout,directed-response-blackout,directed-response-blackout,5,30418132812,25551644473,32412331,15888464,36610,1,0,1,0,NaN,0.8,0,0,0,448,400,848,2400,0.353333333333333,12544,72,10400,22944,66400,0.345542168674699,1992,400,400,399,0,0,812,412,400,0,1600,158,400,400,0,0,158,158,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,49,1,0,31560329500,NaN,0,2,6,37237754,2472,2472,4907436,2,4,1,0,1,1,43,36,43,28,16,10,24,26,0,1,0,0,0,mobile-limited-low,directed-response-blackout,admissible
16079016,mobile-limited-high,mobile-limited-high,zero,zero,zero,5,30418132812,30418132812,33057877,16473959,36610,1,0,1,1,1,1,0,0,0,145,29,174,2400,0.0725,4060,174,754,4814,66400,0.0725,4814,29,29,0,0,0,87,87,0,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31560329500,NaN,0,3,1,37237754,2472,2472,3575438,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,zero,admissible
16079016,mobile-limited-high,mobile-limited-high,claim-iid5,claim-iid5,claim-iid5,5,30418132812,30418132812,33443442,16473959,36610,1,0,1,1,1,1,0,0,0,146,30,176,2400,0.0733333333333333,4088,174,780,4868,66400,0.0733132530120482,4814,30,30,1,0,0,89,84,5,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31560329500,NaN,0,3,2,37237754,2472,2472,3575438,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,claim-iid5,admissible
16079016,mobile-limited-high,mobile-limited-high,response-iid5,response-iid5,response-iid5,5,30418132812,30418132812,33443442,16473959,36610,1,0,1,1,1,1,0,0,0,147,31,178,2400,0.0741666666666667,4116,174,806,4922,66400,0.0741265060240964,4814,31,31,2,0,0,91,89,2,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31560329500,NaN,0,3,3,37237754,2472,2472,3575438,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,response-iid5,admissible
16079016,mobile-limited-high,mobile-limited-high,joint-control-iid5,joint-control-iid5,joint-control-iid5,5,30418132812,30418132812,33829007,16473959,36610,1,0,1,1,1,1,0,0,0,148,32,180,2400,0.075,4144,174,832,4976,66400,0.0749397590361446,4814,32,32,3,0,0,93,86,7,0,2000,0,800,800,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0,31560329500,NaN,0,3,4,37237754,2472,2472,3575438,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,joint-control-iid5,admissible
16079016,mobile-limited-high,mobile-limited-high,iid-occupancy15,iid-occupancy15,iid-occupancy15,5,30418132812,22030536527,33057877,16473959,36610,1,0,1,1,1,1,0,0,0,163,46,209,2400,0.0870833333333333,4564,174,1196,5760,66400,0.0867469879518072,4814,46,46,18,0,0,122,97,25,0,2000,0,800,431,369,0,0,0,0,0,0,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,145,0,0.15,31560329500,361596,3426,3,5,37237754,2472,2472,3575438,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,0,0,0,0,mobile-limited-high,iid-occupancy15,admissible
16079016,mobile-limited-high,mobile-limited-high,directed-response-blackout,directed-response-blackout,directed-response-blackout,5,30418132812,25551644473,33057877,15889773,36610,1,0,1,0,NaN,0.8,0,0,0,516,400,916,2400,0.381666666666667,14448,174,10400,24848,66400,0.37421686746988,4814,400,400,399,0,0,829,429,400,0,1600,158,400,400,0,0,158,158,0,0,1,NaN,NaN,NaN,NaN,1,0,0,coherence-cumulative,1,117,1,0,31560329500,NaN,0,3,6,37237754,2472,2472,3575438,1,3,1,0,1,1,21,14,21,28,16,10,24,26,0,1,0,0,0,mobile-limited-high,directed-response-blackout,admissible
